"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Index Keywords","Funding Details"
"da Rocha K.R.; Chiavone-Filho O.; de Oliveira H.N.M.","da Rocha, Keslei Rosendo (58511422800); Chiavone-Filho, Osvaldo (6601905641); de Oliveira, Humberto Neves Maia (57223021184)","58511422800; 6601905641; 57223021184","Post-Consumer Polyurethane Foams Hydrophobization Through Surface Modifications for Oil Spill Sorption","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166088032&doi=10.1590%2f1980-5373-MR-2022-0536&partnerID=40&md5=30f4538fc4dfe435c66770b6da94f3c7","Contact angle; Contamination; Diesel engines; Energy dispersive spectroscopy; II-VI semiconductors; Layered semiconductors; Lubricating oils; Molybdenum compounds; Oil spills; Polyurethanes; Seawater; Sorption; Sulfur compounds; Zinc oxide; Engine oil; Hydrophobizations; Oil pollution; Oil sorption; Polyurethane Foam; Post-consumer; Recycle; Reduce; Reuse; Surface-modification; Scanning electron microscopy","National Petroleum Agency of Brazil"
"Oliveira F.S.; Dias I.L.; Araújo P.L.L.; Ramirez D.A.; Silva Neto P.C.; Hübler R.; Mendes F.M.T.; Damasceno I.Z.; Tentardini E.K.","Oliveira, F.S. (58162157200); Dias, I.L. (57459710600); Araújo, P.L.L. (58162157300); Ramirez, D.A. (57224673300); Silva Neto, P.C. (57203804203); Hübler, R. (6701679696); Mendes, F.M.T. (7005486161); Damasceno, I.Z. (56584582400); Tentardini, E.K. (15063553400)","58162157200; 57459710600; 58162157300; 57224673300; 57203804203; 6701679696; 7005486161; 56584582400; 15063553400","Influence of Substrate Temperature on Microstructure of Zirconium Silicon Nitride Thin Films Deposited by Reactive Magnetron Sputtering","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177616830&doi=10.1590%2f1980-5373-MR-2023-0235&partnerID=40&md5=e6d6e53fc86cfc0e1850c9d0b0c1d1ba","Bond strength (chemical); Hardness; Magnetron sputtering; Silicon nitride; Solid solutions; Substrates; Thin films; Zirconium compounds; Grain orientation; Interstitials; Photoelectronic; Reactive magnetron sputtering; Silicon contents; Substrate heating; Substrates temperature; Surface clusters; Thin film hardness; Thin-films; Morphology","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Fundação de Apoio à Pesquisa e à Inovação Tecnológica do Estado de Sergipe, FAPITEC-SE"
"dos Santos K.; Figueirêdo A.; de Paiva D.; Maia F.L.; da Silva J.A.; da Silva I.M.; Costa I.","dos Santos, K. (59328147300); Figueirêdo, A. (58585756700); de Paiva, D. (58572308200); Maia, F.L. (58572638400); da Silva, J.A. (57211838316); da Silva, I.M. (57360901100); Costa, I. (58581835100)","59328147300; 58585756700; 58572308200; 58572638400; 57211838316; 57360901100; 58581835100","Fresh, hardened and thermal properties of coating mortars containing mineral additions and vermiculite; [Propiedades térmicas, frescas y endurecidas de morteros de revestimiento con adiciones minerales y vermiculita]","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170640761&doi=10.3989%2fmc.2023.309622&partnerID=40&md5=cc4d243cf798a0fc5e5ead98b2dca410","Elasticity; Lime; Minerals; Portland cement; Thermal conductivity; Coating mortars; Hardened state; In-buildings; Mineral addition; Properties of coatings; Squeeze flow; Thermal; Thermal mortar; Vermiculite; Vermiculite sand; Mortar","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Universidade Federal da Paraíba, UFPB"
"Taconet C.; Batista T.; Borges P.; Bouloukakis G.; Cavalcante E.; Chabridon S.; Conan D.; Desprats T.; Muñante D.","Taconet, Chantal (6505806648); Batista, Thais (36812228000); Borges, Pedro (57889878500); Bouloukakis, Georgios (55886963300); Cavalcante, Everton (54893538400); Chabridon, Sophie (6506799021); Conan, Denis (6506330043); Desprats, Thierry (6505501515); Muñante, Denisse (55274129600)","6505806648; 36812228000; 57889878500; 55886963300; 54893538400; 6506799021; 6506330043; 6505501515; 55274129600","Middleware Supporting PIS: Requirements, Solutions, and Challenges","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160138747&doi=10.1007%2f978-3-031-18176-4_4&partnerID=40&md5=55478f4ae92fb560c63a54db4a8d0bbb","",""
"Melo J.D.D.; Cunha R.D.; Targino T.G.; Freire Junior R.C.S.; Ferreira E.P.C.; Medeiros A.M.","Melo, Jose Daniel D. (7102892532); Cunha, Rayane D. (57215812172); Targino, Talita G. (57210209655); Freire Junior, Raimundo C.S. (36979704500); Ferreira, Evans P.C. (58934134700); Medeiros, Antonio M. (57196925598)","7102892532; 57215812172; 57210209655; 36979704500; 58934134700; 57196925598","DAMAGE TOLERANCE OF DOUBLE-DOUBLE LAMINATES","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187543397&partnerID=40&md5=55cf50e8664bd9b6f543b504a471dbb0","Fits and tolerances; Laminated composites; Composite laminate; Compression after impact; Design of composites; Design optimization; Double-double laminate; Manufacturability; Ply angles; Profile optimization; Stacking sequence; Through-thickness; Damage tolerance","Toray Composite Materials America Inc.; Dongyeon Lee of Toray CMA"
"Chleboun J.; Amorim T.; Nascimento A.M.; Nascimento T.P.","Chleboun, Jan (6603767361); Amorim, Thulio (57222712043); Nascimento, Ana Maria (58077675100); Nascimento, Tiago P. (18038159700)","6603767361; 57222712043; 58077675100; 18038159700","An Improved Spanning Tree-Based Algorithm for Coverage of Large Areas Using Multi-UAV Systems","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146809329&doi=10.3390%2fdrones7010009&partnerID=40&md5=86c8ba612ca89aa34ba376f45ff1a73a","Intelligent robots; Motion planning; Multipurpose robots; Robot programming; Trees (mathematics); Coverage algorithms; Coverage path planning; Environment exploration; Flying robots; Multi UAV; Robot exploration; Spanning tree; Trajectory Planning; Tree-based algorithms; UAV systems; Unmanned aerial vehicles (UAV)","OP VVV, (CZ.02.1.01/0.0/0.0/16 019/0000765, TII/ARRC/2055/2021); České Vysoké Učení Technické v Praze, ČVUT, (SGS20/174/OHK3/3T/13); České Vysoké Učení Technické v Praze, ČVUT; Ministry of Education, MOE"
"Bissiriou A.O.; de Ribeiro R.L.A.; de Rocha T.O.A.","Bissiriou, Aziz O. (58795612700); de Ribeiro, Ricardo L. (7202534599); de Rocha, Thiago O.A. (57215342417)","58795612700; 7202534599; 57215342417","CONTRIBUTIONS TO ENERGY MANAGEMENT OF SINGLE-PHASE AC MICROGRIDS USED IN ISOLATED COMMUNITIES","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181539684&doi=10.1049%2ficp.2023.0716&partnerID=40&md5=9dfbbf52ae76047c2e39da0a89f64965","Electric power transmission; Energy efficiency; Microgrids; Power management; Renewable energy resources; Topology; Ac microgrid; Distributed Energy Resources; Energy; Isolated community; Microgrid; Power; Power flows; Renewable energy source; Single phase AC microgrid; Single phasis; Electric load flow","Coordination of Superior Level Staff Improvement"
"Flores T.; Silva M.; Azevedo M.; Medeiros T.; Medeiros M.; Silva I.; Dias Santos M.M.; Costa D.G.","Flores, Thommas (57211156889); Silva, Marianne (57207807053); Azevedo, Mariana (58167671300); Medeiros, Thais (58538636900); Medeiros, Morsinaldo (58168755900); Silva, Ivanovitch (36537969500); Dias Santos, Max Mauro (56597626300); Costa, Daniel G. (35519411300)","57211156889; 57207807053; 58167671300; 58538636900; 58168755900; 36537969500; 56597626300; 35519411300","TinyML for Safe Driving: The Use of Embedded Machine Learning for Detecting Driver Distraction","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171435772&doi=10.1109%2fMetroAutomotive57488.2023.10219132&partnerID=40&md5=d788dc5d57b586816d3f73608e2a9755","Accidents; Advanced driver assistance systems; Computer vision; Convolutional neural networks; Data handling; Machine learning; Random access storage; Arduino portenta h7; Car accidents; Convolutional neural network; Driver distractions; Embedded machine learning; Embedded machines; Machine-learning; Safe driving; Tiny machine learning; Automobile drivers","Coordenac ao de Aperfeic oamento de Pessoal de N ivel Superior; INEGI-LAETA, (UIDB/50022/2020); INEGILAETA; Fundação para a Ciência e a Tecnologia, FCT; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (405531/2022-2); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Ministério da Ciência, Tecnologia e Ensino Superior, MCTES, (EXPL/EEI-COM/1089/2021); Ministério da Ciência, Tecnologia e Ensino Superior, MCTES"
"Santos J.F.D.; Tshoombe B.K.; Santos L.H.B.; Araujo R.C.F.; Manito A.R.A.; Fonseca W.S.; Silva M.O.","Santos, Jhennifer F. Dos (57275346000); Tshoombe, Bendict K. (57274908400); Santos, Lucas H. B. (57275044300); Araujo, Ramon C. F. (54896242200); Manito, Allan R. A. (27467498800); Fonseca, Wellington S. (57981210400); Silva, Marcelo O. (55600196400)","57275346000; 57274908400; 57275044300; 54896242200; 27467498800; 57981210400; 55600196400","Digital Twin-Based Monitoring System of Induction Motors Using IoT Sensors and Thermo-Magnetic Finite Element Analysis","2023","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146231983&doi=10.1109%2fACCESS.2022.3232063&partnerID=40&md5=2a49d50a320009075e745b0d85ae0299","Condition based maintenance; Condition monitoring; Finite element method; Induction motors; Internet of things; Temperature sensors; Corrective maintenance; Finite element analyse; Inductions motors; Low-costs; Magnetic finite-element analysis; Maintenance tools; Monitoring system; Motor currents; Predictive maintenance; Temperature measurement","BRASIL, (88887.200548/2018-00); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"de Oliveira Paula E.A.; de Melo R.R.; Pedrosa T.D.; de Albuquerque F.B.; da Silva F.M.; Pimenta A.S.","de Oliveira Paula, Edgley Alves (57225067723); de Melo, Rafael Rodolfo (17345066800); Pedrosa, Talita Dantas (56331181400); de Albuquerque, Felipe Bento (58109777100); da Silva, Fernanda Monique (58536042700); Pimenta, Alexandre Santos (56228389300)","57225067723; 17345066800; 56331181400; 58109777100; 58536042700; 56228389300","Potential of Non-wood Fibers as Sustainable Reinforcements for Polymeric Composites—A Review","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167895264&doi=10.1007%2f978-981-99-2846-0_6&partnerID=40&md5=cb59dce18382951ac3659f8d48b57eff","",""
"Nascimento R.M.D.; Cavalcanti R.L.; Souza C.G.; Chaves G.; Macedo L.B.","Nascimento, Rayssa Maria Do (57478903300); Cavalcanti, Rafael Limeira (56480272100); Souza, Clécio Gabriel (57211131281); Chaves, Gabriela (56126240000); Macedo, Liane Brito (56401675100)","57478903300; 56480272100; 57211131281; 56126240000; 56401675100","Transcranial direct current stimulation combined with peripheral stimulation in chronic pain: a systematic review and meta-analysis","2023","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125848662&doi=10.1080%2f17434440.2022.2039623&partnerID=40&md5=8cce594d51554615d93d0cbd5d46ba52","Adult; Chronic Disease; Chronic Pain; Humans; Pain Management; Transcranial Direct Current Stimulation; Transcutaneous Electric Nerve Stimulation; Electrotherapeutics; Functional electric stimulation; Chronic pain; Combined modality therapy; Direct-current; Electric stimulation; Electric stimulation therapy; Electrical stimulations; Meta-analysis; Systematic Review; Transcranial; Transcranial direct current stimulation; adult; age; aged; arm pain; breathing controlled electrical stimulation; chronic pain; Cinahl; clinical outcome; disability; electroacupuncture; female; human; intramuscular electrical stimulation; Knee Injury and Osteoarthritis Outcome Score; knee osteoarthritis; low back pain; male; Medline; meta analysis; neuropathic pain; numeric rating scale; Oswestry Disability Index; pain intensity; pain threshold; parallel design; peripheral stimulation; pressure pain threshold; primary motor cortex; quality of life; Review; Roland Morris disability questionnaire; six minute walk test; spinal cord injury; stimulation; systematic review; transcranial direct current stimulation; visual analog scale; Western Ontario and McMaster Universities Osteoarthritis Index; analgesia; chronic disease; chronic pain; procedures; transcutaneous electrical nerve stimulation; Physical therapy",""
"De Sousa T.M.L.; Da Silva M.W.B.; Nobre F.D.M.; Campos A.L.P.S.","De Sousa, Thayana M. L. (58869447600); Da Silva, Maurício Weber B. (57220059007); Nobre, Francisco D. M. (57206782668); Campos, Antônio L. P. S. (16309023400)","58869447600; 57220059007; 57206782668; 16309023400","Multifunctional Metasurface for Absorption, Polarization Conversion and Transmission","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184354161&doi=10.1109%2fIMOC57131.2023.10379713&partnerID=40&md5=6f3f74649d419f178de8d51c02771ded","Electromagnetic wave polarization; Electromagnetic waves; Remote sensing; Semiconductor diodes; Absorber; Dielectric substrates; Double square; Incident energy; Incident waves; Linear polarization converters; Metasurface; Polarization conversion; Polarization state; Square loop; Dielectric materials",""
"Oliveira Silva J.W.; Lima R.A.; Morya E.; Brasil F.L.; Gonçalves L.M.G.","Oliveira Silva, José Wanderson (58055249400); Lima, Renan Araújo (58054890300); Morya, Edgard (6506185708); Brasil, Fabricio Lima (55934809900); Gonçalves, Luiz Marcos Garcia (58069927800)","58055249400; 58054890300; 6506185708; 55934809900; 58069927800","Improved Behavioral Box and Sensing Techniques for Analysis of Tactile Discrimination Tasks in Rodents","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145973610&doi=10.3390%2fs23010288&partnerID=40&md5=96c5f7c801be72fcbc55338af1db056f","Animals; Hand; Rodentia; Touch; Data acquisition; Decision making; Mammals; Behavioral box; Behavioural studies; Cutting edge technology; Discrimination tasks; Precise control; Research process; Rodent whiskery behavior; Sensing techniques; Somatosensory; Somatosensory stimulus; animal; hand; rodent; touch; Structural design","ISD; Santos Dumont Institute; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, (88887.506889/2020-00); Universidade Federal do Rio Grande do Norte, UFRN"
"da Silva F.R.M.; Noleto Filho E.M.; Gallina M.L.; Keppeler F.W.; Loiola M.; Giarrizzo T.; Reis-Filho J.A.","da Silva, Fábio Renan Miranda (57221687142); Noleto Filho, Eurico Mesquita (57193221125); Gallina, Maria Luiza (58682482100); Keppeler, Friedrich Wolfgang (55413497000); Loiola, Miguel (55916539100); Giarrizzo, Tommaso (17345581900); Reis-Filho, José Amorim (37013929100)","57221687142; 57193221125; 58682482100; 55413497000; 55916539100; 17345581900; 37013929100","From fisher tales to scientific evidence: revealing the significance of estuarine and mangrove habitats as nursery grounds for juveniles of the largest Atlantic Ocean snapper","2023","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175863802&doi=10.3389%2ffmars.2023.1292788&partnerID=40&md5=a56191fc320b89ec2f8b4e7140716503","",""
"Lucio P.S.; Gomes A.C.","Lucio, Paulo S. (55963139800); Gomes, Ana Carla (57190124132)","55963139800; 57190124132","Human outdoor thermal comfort analysis for the Qatar 2022 FIFA World Cup’s climate","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145359103&doi=10.1007%2fs42452-022-05257-9&partnerID=40&md5=a23bf6f4bd887baab9e7813699a16086","Atmospheric humidity; Principal component analysis; Temperature; Effective temperature; Effective temperature as a function of wind index (ETWI); Effective temperature index; Humidity index; Principal component thermal comfort index; Principal Components; Standard temperature and humidity index; Temperature and humidities; Temperature index; Thermal; Thermal comfort index; Thermal discomfort index; Thermal comfort",""
"Zeng L.; Walker A.R.; Calderon P.D.S.; Xia X.; Ren F.; Esquivel-Upshaw J.F.","Zeng, Lin (7401904520); Walker, Alejandro Riveros (57207018679); Calderon, Patricia dos Santos (15847788700); Xia, Xinyi (57218600942); Ren, Fan (57196466071); Esquivel-Upshaw, Josephine F. (6602797760)","7401904520; 57207018679; 15847788700; 57218600942; 57196466071; 6602797760","The Effect of Amino Sugars on the Composition and Metabolism of a Microcosm Biofilm and the Cariogenic Potential against Teeth and Dental Materials","2022","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144909475&doi=10.3390%2fjfb13040223&partnerID=40&md5=5498f4af5f9d0c4f143b89419a3ea0ee","aminosugar; ammonia; ammonium hydroxide; carbohydrate; carboxylic acid; dental material; glucosamine; glucose; hydrogen peroxide; n acetylglucosamine; RNA 16S; titanium; adult; amplicon; anticariogenic activity; Article; biochemical analysis; biofilm; carbohydrate metabolism; cell containing saliva; cell culture; ceramics; controlled study; dental caries; dental restoration; DNA extraction; genomics; glucose metabolism; high throughput sequencing; human; human cell; in vitro study; metabolomics; microbial community; microcosm; nonhuman; pH; physical parameters; profilometry; RNA sequencing; roughness; saliva; scanning electron microscopy; species composition; Streptococcus mutans; supernatant; taxonomy; tooth","NIH-NIDCR, (R01-DE025001); National Institute of Dental and Craniofacial Research, NIDCR, (DE012236); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Júnior J.C.X.; S. Barreto C.A.; Gorgônio A.C.; de P. Canuto A.M.; Barros M.F.; Targino V.V.","Júnior, João C. Xavier (57216444251); S. Barreto, Cephas A. da (57285139900); Gorgônio, Arthur C. (57203487741); de P. Canuto, Anne Magály (57218488656); Barros, Mateus F. (58394480600); Targino, Victor V. (58393698000)","57216444251; 57285139900; 57203487741; 57218488656; 58394480600; 58393698000","Investigating the Use of a Distance-Weighted Criterion in Wrapper-Based Semi-supervised Methods","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163287351&doi=10.1007%2f978-3-031-27409-1_59&partnerID=40&md5=347e616b17034e3bace41f4733d09e22","Supervised learning; Different proportions; Empirical analysis; Labelings; Performance; Selection; Self-training; Semi-supervised learning; Semi-supervised method; Supervised classifiers; Training sets; Classification (of information)",""
"Lima J.P.S.H.; De Medeiros A.A.M.; De Aguiar E.P.; Silva E.F.; De Sousa V.A.; Nunes M.L.; Reis A.L.","Lima, João P. S. H. (57886299400); De Medeiros, Álvaro A. M. (15924771000); De Aguiar, Eduardo P. (35101849500); Silva, Edelberto F. (24315363000); De Sousa, Vicente A. (6603844872); Nunes, Marcelo L. (57192181696); Reis, Alysson L. (57204770971)","57886299400; 15924771000; 35101849500; 24315363000; 6603844872; 57192181696; 57204770971","Deep Learning-Based Handover Prediction for 5G and Beyond Networks","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178256100&doi=10.1109%2fICC45041.2023.10279195&partnerID=40&md5=02b5aa14716e1e41d0acc2b553989e2e","5G mobile communication systems; Forecasting; Next generation networks; Radio access networks; Radio broadcasting; Wireless networks; Deep learning; Hand over; Handover prediction; Long short-term memory network; Memory network; Mm waves; Mobile communication networks; Network functionality; Power; Radio standards; Long short-term memory","Funttel/Finep, (01.20.0179.00); NPAD; Center for High Performance Computing, CHPC; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Universidade Federal do Rio Grande do Norte, UFRN"
"Corrêa B.A.; Pimenta A.S.; de Melo R.R.; de Medeiros Neto P.N.; de Azevedo T.K.B.","Corrêa, Bruno Araújo (58536128600); Pimenta, Alexandre Santos (56228389300); de Melo, Rafael Rodolfo (17345066800); de Medeiros Neto, Pedro Nicó (47961878900); de Azevedo, Tatiane Kelly Barbosa (36600290300)","58536128600; 56228389300; 17345066800; 47961878900; 36600290300","Changes in Land Use and Occupation and Their Implications for the Production Chain of Non-forest Timber Products from Babassu (Attalea speciosa) in the Cocais Region, Maranhão State, Brazil","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167886426&doi=10.1007%2f978-981-99-2846-0_8&partnerID=40&md5=5ddd2fe29155ad24922bac5987d5e028","","Forest Engineering Department of the Jundiaí School of Agriculture; Maranhão Foundation to Support Scientific and Technological Development; Fundação de Amparo à Pesquisa e ao Desenvolvimento Científico e Tecnológico do Maranhão, FAPEMA; Universidade Federal do Rio Grande do Norte, UFRN"
"Martins V.B.; de Macedo D.D.J.; Pioli L., Jr.; Immich R.","Martins, Victoria B. (57982986600); de Macedo, Douglas D. J. (24823749200); Pioli, Laércio (57211635317); Immich, Roger (23990618900)","57982986600; 24823749200; 57211635317; 23990618900","A Cluster Formation Algorithm for Fog Architectures Based on Mobility Parameters at a Geographically LAN Perspective","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142752748&doi=10.1007%2f978-3-031-19945-5_3&partnerID=40&md5=c45a883d2bc0693f9d0c79c6be83480e","",""
"De Araújo V.G.; De Andrade Teixeira R.; Do Nascimento T.F.; Salazar A.O.; De Moura Fonseca D.A.","De Araújo, Valbério Gonzaga (57282612400); De Andrade Teixeira, Rodrigo (57216837381); Do Nascimento, Thiago Figueiredo (57476970500); Salazar, Andres Ortiz (7102422753); De Moura Fonseca, Diego Antonio (57221738956)","57282612400; 57216837381; 57476970500; 7102422753; 57221738956","Application of Artificial Intelligence Techniques for Monitoring and Fault Diagnosis in Three-Phase Induction Motors","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185801963&doi=10.1109%2fSPEC56436.2023.10407229&partnerID=40&md5=79fd783f51375225ae20731b03df852a","Artificial intelligence; Computer programming languages; Fault detection; MATLAB; Artificial intelligence techniques; Failure classification; Faults diagnosis; Inductions motors; Industrial maintenance; Industrial production; Monitoring diagnosis; Neural-networks; Production sector; Three phase induction motor; Induction motors","National Research Council, NRC; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Silva J.M.P.; Andrade Neto N.F.; Teodoro M.D.; Paiva A.E.M.; Bomio M.R.D.; Motta F.V.","Silva, J.M.P. (57212235116); Andrade Neto, N.F. (57200288561); Teodoro, M.D. (24281896500); Paiva, A.E.M. (36792533300); Bomio, M.R.D. (6508074344); Motta, F.V. (24723217600)","57212235116; 57200288561; 24281896500; 36792533300; 6508074344; 24723217600","Fabrication of new Ag2CrO4/Ag2MoO4 and Ag2CrO4/Ag2WO4 heterostructures with enhanced degradation of the mixture of dyes by photocatalysis","2022","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138570544&doi=10.1016%2fj.jallcom.2022.167136&partnerID=40&md5=7b4c31cf9d8024965a425b2451e24878","Aromatic compounds; Chromates; Heterojunctions; Mixtures; Morphology; Organic pollutants; Photocatalytic activity; Precipitation (chemical); Raman spectroscopy; Rhodium compounds; Silver compounds; Tungsten compounds; X ray diffraction; BET surface area; Dye mix; Gap energy; Local order; Long wavelength; Methylene blue dye; Photocatalytic property; Single-step synthesis; Two phase; XRD; Synthesis (chemical)","Materials Science and Engineering; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, (88882.344740/2011–01); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (423686/2018–6); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Madureira H.P.; Monção R.M.; Silva A.A.; Hidalgo A.A.; Vega M.L.; Feitor M.C.; Santos F.E.P.; de Carvalho Costa T.H.; de Sousa R.R.M.","Madureira, Hunos Paixão (58775662700); Monção, Renan Matos (57218704211); Silva, Adriano Almeida (58549790000); Hidalgo, Angel Alberto (8290841800); Vega, Maria Letícia (7102943485); Feitor, Michelle Cequeira (12760576400); Santos, Francisco Eroni Paz (55796170100); de Carvalho Costa, Thércio Henrique (58148148400); de Sousa, Rômulo Ribeiro Magalhães (16645654500)","58775662700; 57218704211; 58549790000; 8290841800; 7102943485; 12760576400; 55796170100; 58148148400; 16645654500","Study of the Optoelectronic Properties of Titanium Nitride Thin Films Deposited on Glass by Reactive Sputtering in the Cathodic Cage","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180411324&doi=10.1590%2f1980-5373-MR-2023-0187&partnerID=40&md5=f1537e16351c690f804ce79cef98fea0","Electronic properties; Lenses; Optical properties; Reactive sputtering; Scanning electron microscopy; Spectroscopic ellipsometry; Titanium nitride; Ultraviolet visible spectroscopy; Cathode cage; Cathodic cage; N 2 flow; Optical-; Optoelectronics property; Partial flow; Thermal-optical; Thin-films; TiN x; Titanium nitride thin films; Thin films","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Silva F.S.D.; Pascoal T.; Neto E.P.; Nunes R.S.S.; Souza C.H.M.; Neto A.","Silva, Felipe S. Dantas (56393770300); Pascoal, Túlio (57194329587); Neto, Emidio P. (57194408497); Nunes, Rodrigo S. S. (58475439000); Souza, Cristian H. M. (57204517410); Neto, Augusto (35105652600)","56393770300; 57194329587; 57194408497; 58475439000; 57204517410; 35105652600","An Adaptive Moving Target Defense Approach for Software-Defined Networking Protection","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164664227&doi=10.1109%2fNOMS56928.2023.10154278&partnerID=40&md5=340d76cb8e49f8332098471e7988a5fe","Network security; Quality of service; Software defined networking; Adaptive delay systems; Defense techniques; Denialof- service attacks; Moving target defense; Network infrastructure; Networking infrastructure; Quality-of-service; Scanning attack; Security measure; Software-defined networkings; Denial-of-service attack","IFRN; PROPI; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Cavalcante C.A.V.; Santos A.C.J.; Paiva R.G.N.; Aribisala A.A.; Da Silva R.B.","Cavalcante, Cristiano AV (22133414700); Santos, Augusto CJ (57191675497); Paiva, Rafael GN (58741520000); Aribisala, Adetoye A (57739908800); Da Silva, Roberta B (58739444500)","22133414700; 57191675497; 58741520000; 57739908800; 58739444500","Delay time model for determining the effectiveness of a system under adverse conditions of production and inspection","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178415929&doi=10.1177%2f1748006X231207529&partnerID=40&md5=7ddecf20932c87602d4e3a90f065d4e8","Defects; Errors; Production control; Condition; Defective items; Delay time modelling; Human errors; Imperfect inspections; Inspection errors; Production process; Rework of defective item; Two phase; Two-phase degradation; Inspection","CNPq-TWAS, (166418/2018-8); The World Academy of Scientists; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, (001); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco, FACEPE"
"Rangel R.K.; Maitelli A.L.; Freitas J.L.; De Araújo R.F.","Rangel, Rodrigo Kuntz (34880784300); Maitelli, André Laurindo (6602549353); Freitas, Joacy L. (57209644863); De Araújo, Rhaclley F. (58293875500)","34880784300; 6602549353; 57209644863; 58293875500","Smart Drone, Wireless Charge Station and Management System applied to air mobility","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160566288&doi=10.1109%2fAERO55745.2023.10115650&partnerID=40&md5=b18ec8e84ed0a30d04cab669d32643ea","Antennas; Computer software; Computer vision; Cost reduction; Data acquisition; Information management; Meteorology; Navigation; Optimization; Smart city; Asset monitoring; Commercial of the shelves; Control methodology; Management software; Management systems; Navigation and control; Power lines; Real- time; Urban regions; Vision based; Drones","ANEEL Agency; IBRV Institute, (PD-00040-0024/2020); Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP; Financiadora de Estudos e Projetos, FINEP, (2018/10036-6, P&D 2019/13442-8)"
"Lichston J.E.; Lucena R.L.; Cavalari Henriques V.M.; da Silva R.A.D.; Guilhermino M.M.","Lichston, Juliana Espada (14522808300); Lucena, Rebecca Luna (57195479180); Cavalari Henriques, Virgínia Maria (58566831700); da Silva, Raimunda Adlany Dias (57221817076); Guilhermino, Magda Maria (12242065200)","14522808300; 57195479180; 58566831700; 57221817076; 12242065200","Life Despite Drought in the Brazilian Semiarid","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170165839&doi=10.1201%2f9781003276548-34&partnerID=40&md5=948767bff85bf2e5df41f7442dd78476","",""
